show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,language,imdb_score,rotten_tomatoes_score,date_added,budget_millions,views_millions,revenue_millions,user_rating,number_of_reviews,episodes,average_episode_duration,production_house,age_certification,awards_won,awards_nominated,is_netflix_original,popularity_score,trending_rank,content_warning,subtitle_languages,audio_languages,hdr_available,uhd_available,mobile_downloads,offline_viewing
s378,Limited Series,Chronicles of Narcos Chronicles: The Final Chapter,Director 2330,"Actor 8737, Actor 8301, Actor 4008, Actor 6266, Actor 283, Actor 8144, Actor 6450, Actor 6107, Actor 8956, Actor 1775, Actor 7410, Actor 3672, Actor 9468, Actor 408, Actor 6511",Philippines,2022,TV-MA,2 Seasons,"TV Thrillers, TV Comedies",Spanish,6.1,37.3,2021-06-02,168.0,1286.2,909.3,3.5,125011,22.0,21 min,Production Co. 659,TV-MA,19,42,True,132.0,,Language,36,6,True,False,True,True
s379,TV Show,Return of House of Cards,Director 4642,"Actor 3809, Actor 966, Actor 8085, Actor 4130, Actor 6748, Actor 5103, Actor 5536, Actor 2468, Actor 599, Actor 5267, Actor 9263, Actor 9810, Actor 6661",Spain,1989,TV-G,11 Seasons,Sci-Fi & Fantasy,French,8.6,84.4,2021-11-13,9.2,329.4,50.1,4.9,54866,21.0,65 min,Production Co. 501,TV-G,34,63,False,58.7,,Sexual Content,46,16,True,True,False,True
s380,Movie,Chronicles of Interceptor: Origins,Director 996,"Actor 3234, Actor 7170, Actor 1863",Mexico,2002,NC-17,137 min,TV Sci-Fi & Fantasy,German,4.0,36.7,2021-10-30,198.5,765.4,129.9,2.1,129829,,,Production Co. 175,NC-17,40,67,False,86.1,448.0,Disturbing Images,1,10,True,False,False,False
s381,Limited Series,Legend of Emily in Paris Chronicles: Origins,Director 2378,"Actor 3350, Actor 6083, Actor 8510, Actor 9905, Actor 4117, Actor 7736, Actor 7584, Actor 3451, Actor 5410",Mexico,1991,PG,1 Season,"Horror Movies, Legal Dramas",Spanish,4.1,40.9,2017-08-02,21.1,182.2,27.6,5.0,124242,4.0,35 min,Production Co. 427,PG,11,19,False,40.6,3.0,Drug Use,13,23,True,False,False,True
s382,TV Show,Legend of Money Heist: Origins,Director 2871,"Actor 9162, Actor 3704, Actor 5652, Actor 232, Actor 3157, Actor 4499, Actor 4657, Actor 6983, Actor 9576, Actor 5010, Actor 6018",Japan,2013,UR,11 Seasons,"Romantic Movies, Fantasy Series, International Movies, Comedies",Mandarin,4.8,12.0,2016-09-30,165.7,532.0,332.8,4.0,39976,7.0,61 min,Production Co. 222,UR,17,22,False,90.3,65.0,,42,25,False,False,False,False
s383,Movie,Chronicles of Ma Rainey's Black Bottom 8: Reloaded,Director 1201,"Actor 2701, Actor 7791, Actor 5",South Africa,2007,TV-Y7-FV,177 min,"Comedies, Classic Movies, Dramas",Dutch,6.0,21.5,2017-01-09,123.1,638.2,104.4,2.1,134160,,,Production Co. 827,TV-Y7-FV,28,54,False,112.1,257.0,Drug Use,36,13,False,False,False,False
s384,Movie,Don't Look Up: The Reckoning,Director 1753,"Actor 4551, Actor 2342, Actor 7164",Belgium,2018,UR,112 min,"Political Dramas, Romantic Movies, Documentaries, TV Sci-Fi & Fantasy",Thai,5.6,89.8,2022-10-15,202.7,1348.4,718.9,3.3,91293,,,Production Co. 183,UR,1,46,False,157.7,,Disturbing Images,14,20,True,False,False,True
s385,Limited Series,Chronicles of Stranger Things Chronicles: Reloaded,Director 4803,"Actor 5382, Actor 1542, Actor 6044, Actor 4158, Actor 8238",Italy,1986,PG,1 Season,Sci-Fi & Fantasy,Dutch,8.1,57.9,2016-01-23,109.3,647.7,116.9,2.8,8809,24.0,32 min,Production Co. 658,PG,30,50,True,45.3,,Nudity,41,2,True,False,False,False
s386,Movie,Return of Trial of the Chicago 7: The Reckoning,Director 3028,Actor 2510,Russia,1998,TV-MA,182 min,"Dramas, Crime TV Shows",Hebrew,5.7,60.1,2016-06-05,42.6,288.8,227.0,5.0,110008,,,Production Co. 855,TV-MA,7,7,False,33.7,32.0,,35,9,True,True,False,False
s387,TV Show,Legend of Mindhunter Returns,Director 117,"Actor 6606, Actor 6822, Actor 1008, Actor 1065, Actor 3162, Actor 8217, Actor 2417, Actor 4369, Actor 1376, Actor 2828, Actor 7265",United Kingdom,2009,TV-G,2 Seasons,Sci-Fi & Fantasy,Mandarin,8.7,63.9,2021-10-15,173.1,1643.5,1073.0,5.0,52103,26.0,47 min,Production Co. 420,TV-G,11,11,False,116.0,180.0,Sexual Content,37,27,True,False,True,True
s388,Movie,Chronicles of The Platform: Origins,Director 4843,"Actor 330, Actor 2775, Actor 172, Actor 3564, Actor 6137, Actor 7543, Actor 1332, Actor 4043, Actor 5043, Actor 3131, Actor 2175",China,2019,NC-17,185 min,"Classic Movies, TV Dramas, Sports Movies",Russian,5.0,88.3,2019-07-24,106.4,639.6,368.8,2.3,46682,,,Production Co. 286,NC-17,8,72,False,40.3,428.0,Drug Use,12,10,False,False,False,True
s389,TV Show,Secrets of the 3 Body Problem Returns,Director 4285,"Actor 2794, Actor 602, Actor 9589, Actor 6319, Actor 2552, Actor 8814, Actor 9318, Actor 3452",Australia,2018,PG-13,6 Seasons,"TV Action & Adventure, Sports Movies, LGBTQ Movies, Thrillers",Russian,6.8,58.8,2023-03-13,2.6,541.6,323.0,5.0,132079,21.0,68 min,Production Co. 761,PG-13,17,17,True,54.5,240.0,Language,34,22,True,False,True,False
s390,Movie,Secrets of the The Adam Project: A New Beginning,Director 857,"Actor 5880, Actor 130, Actor 2601, Actor 6905, Actor 7791, Actor 5484, Actor 5517, Actor 1642, Actor 3066, Actor 5866, Actor 5019",Argentina,1992,TV-PG,69 min,"Docuseries, Fantasy Series",Hebrew,8.6,25.6,2019-08-13,126.3,321.2,180.5,5.0,48820,,,Production Co. 771,TV-PG,1,56,False,71.8,356.0,Disturbing Images,31,27,True,False,False,False
s391,Animated Series,Beyond the The Gentlemen Animated: A New Beginning,Director 4154,"Actor 6898, Actor 6978",Nigeria,2015,NC-17,1 Season,"TV Horror, Anime, Horror Movies",Thai,6.1,91.5,2018-08-17,137.3,1375.1,899.8,5.0,134291,9.0,74 min,Production Co. 308,NC-17,38,67,True,185.6,,Adult Content,9,22,False,True,True,False
s392,Movie,Da 5 Bloods Forever,Director 3774,Actor 2417,Philippines,2012,NR,199 min,"Independent Movies, Stand-Up Comedy",Hindi,6.0,73.4,2017-11-08,156.9,1232.5,899.2,3.3,80636,,,Production Co. 83,NR,11,30,True,124.8,371.0,,36,28,False,True,False,True
s393,Movie,The Last Glass Onion Forever,Director 1741,"Actor 7739, Actor 6166, Actor 7594, Actor 3978, Actor 1570, Actor 6351, Actor 2106, Actor 5216, Actor 2188, Actor 6552, Actor 5360, Actor 4640, Actor 6957, Actor 9781, Actor 6453",Netherlands,2006,UR,92 min,TV Action & Adventure,Portuguese,7.4,66.5,2023-11-02,118.8,968.7,433.5,4.9,128027,,,Production Co. 686,UR,37,37,True,42.6,,Drug Use,24,12,False,True,False,True
s394,Movie,Chronicles of The Devil All the Time: A New Beginning,Director 2474,"Actor 1522, Actor 5564, Actor 6293, Actor 2948, Actor 6975, Actor 2470, Actor 4669",China,2017,PG-13,96 min,"TV Dramas, Historical Dramas, Children & Family",Turkish,6.0,100.0,2018-05-15,227.2,1245.9,855.7,1.6,68444,,,Production Co. 982,PG-13,26,26,True,134.7,265.0,Sexual Content,52,3,False,True,False,True
s395,Movie,Secrets of the Mank 17 Forever,Director 3725,Actor 7965,Norway,2008,R,204 min,"TV Sci-Fi & Fantasy, Classic Movies, Stand-Up Comedy, Romantic Movies",Arabic,7.0,42.8,2023-09-12,8.7,333.1,64.0,3.1,30417,,,Production Co. 619,R,28,64,False,40.9,,,35,12,True,True,False,False
s396,Limited Series,Chronicles of Narcos Chronicles 19: The Final Chapter,Director 4219,"Actor 7455, Actor 7126, Actor 796, Actor 7615, Actor 4616, Actor 653, Actor 1992, Actor 8022, Actor 7541, Actor 6015, Actor 821, Actor 9820, Actor 6051, Actor 4135",Indonesia,2011,TV-Y7,1 Season,"Thrillers, Sports Movies, Anime, Fantasy Series",Polish,7.1,38.4,2018-03-20,83.9,194.2,95.8,4.9,70074,9.0,33 min,Production Co. 366,TV-Y7,26,26,False,98.7,326.0,Language,23,24,True,False,True,True
s397,Limited Series,Legend of Narcos Chronicles 5,Director 2251,"Actor 7505, Actor 4000, Actor 8578, Actor 9324, Actor 7511, Actor 666",Argentina,1991,TV-MA,1 Season,Teen TV Shows,Japanese,4.5,81.9,2020-10-31,171.8,1854.0,368.3,2.3,97746,5.0,24 min,Production Co. 624,TV-MA,40,40,False,90.8,372.0,Flashing Lights,41,24,False,False,False,True
s398,TV Show,Beyond the Elite: The Reckoning,Director 954,"Actor 3140, Actor 9354, Actor 4276, Actor 4968, Actor 8423, Actor 8834, Actor 3994, Actor 801, Actor 6132, Actor 9394, Actor 7749, Actor 3526, Actor 7159",Russia,2012,TV-14,2 Seasons,"Independent Movies, Sci-Fi & Fantasy, Medical Dramas",Indonesian,6.5,79.7,2020-11-10,108.2,307.4,233.9,4.2,12011,23.0,40 min,Production Co. 932,TV-14,11,36,False,79.2,107.0,Disturbing Images,43,5,False,False,False,False
s399,Stand-up Comedy,Chronicles of Hannah Gadsby: Nanette Returns,Director 523,"Actor 4716, Actor 9984, Actor 7548, Actor 9633, Actor 6894, Actor 9753, Actor 5387, Actor 8872, Actor 6375, Actor 7793",Denmark,2006,Unrated,219 min,Thrillers,Russian,7.4,62.1,2018-06-24,174.4,1729.1,251.0,2.6,89305,,,Production Co. 328,Unrated,22,56,True,162.2,381.0,Smoking,45,6,False,False,False,True
s400,TV Show,Beyond the Narcos Returns,Director 1701,"Actor 8677, Actor 6049, Actor 4982, Actor 4782, Actor 5167, Actor 7398, Actor 7658, Actor 485, Actor 2555, Actor 9584, Actor 2732, Actor 5762",Netherlands,1998,TV-Y,8 Seasons,"TV Mysteries, Anime, Sports Movies, Political Dramas",Arabic,6.4,32.0,2016-12-06,150.6,212.7,72.6,4.7,61550,16.0,73 min,Production Co. 551,TV-Y,8,48,True,86.9,112.0,Language,37,10,True,True,False,False
s401,Movie,Glass Onion: The Final Chapter,Director 2976,"Actor 1731, Actor 5207, Actor 8230, Actor 8776, Actor 8725, Actor 6426, Actor 3689, Actor 6619, Actor 8108, Actor 7601, Actor 4691",Russia,1986,TV-PG,152 min,"Horror Movies, Independent Movies, TV Horror, Sports Movies",Russian,6.0,72.2,2019-08-01,30.1,300.0,26.8,4.8,894,,,Production Co. 546,TV-PG,21,59,True,87.9,51.0,,27,14,False,True,True,True
s402,Documentary,Legend of The Social Dilemma: The Reckoning,Director 4675,"Actor 6698, Actor 375, Actor 5326, Actor 9992, Actor 4096, Actor 2728, Actor 9328, Actor 7732, Actor 1491, Actor 6067, Actor 373, Actor 9853",Ireland,2010,Unrated,1 Season,"Medical Dramas, International Movies, Horror Movies, Docuseries",Turkish,5.7,48.1,2022-09-21,38.3,317.0,216.0,5.0,96767,,,Production Co. 741,Unrated,15,22,False,82.4,,Self-Harm,9,10,True,True,True,False
s403,Reality Show,Chronicles of Avatar: The Last Airbender Reality,Director 1449,"Actor 8196, Actor 1822, Actor 9897, Actor 5428, Actor 2610, Actor 4012, Actor 7573, Actor 1145",Nigeria,2005,TV-G,1 Season,Children & Family,Hindi,7.8,35.7,2018-09-17,82.9,691.5,324.6,3.8,106541,20.0,45 min,Production Co. 883,TV-G,24,24,False,66.3,,Smoking,8,23,True,False,False,True
s404,Movie,Red Notice: A New Beginning,Director 3273,"Actor 8382, Actor 7210, Actor 7022, Actor 2033, Actor 1698, Actor 2392, Actor 4301, Actor 9500, Actor 1832, Actor 2769, Actor 6005, Actor 6765",United States,2012,NR,143 min,"Faith & Spirituality, Music & Musicals, Historical Dramas",Korean,4.6,77.6,2020-01-28,9.6,33.9,16.8,3.4,55092,,,Production Co. 271,NR,6,42,True,30.6,364.0,Drug Use,49,9,False,False,False,False
s405,TV Show,Beyond the One Piece: The Final Chapter,Director 293,"Actor 2295, Actor 2426, Actor 8549, Actor 4726, Actor 426, Actor 3622, Actor 6077, Actor 9234, Actor 5943, Actor 4772, Actor 5025, Actor 2594, Actor 9301",France,1983,TV-Y,5 Seasons,"Historical Dramas, TV Thrillers, Sports Movies",Finnish,2.8,72.9,2022-08-31,75.8,524.6,132.7,4.1,40505,26.0,23 min,Production Co. 151,TV-Y,38,38,False,45.0,117.0,Drug Use,38,10,True,True,False,False
s406,Limited Series,Return of Wednesday Chronicles: Origins,Director 1277,"Actor 8210, Actor 5150, Actor 8575, Actor 6134, Actor 6193, Actor 7951, Actor 2771, Actor 8606, Actor 7898, Actor 2874",United Kingdom,2012,UR,2 Seasons,"TV Dramas, Action & Adventure, Comedies, Thrillers",Indonesian,1.3,29.9,2019-11-10,61.3,482.0,275.4,3.2,58956,13.0,28 min,Production Co. 230,UR,9,35,True,41.9,183.0,,59,21,True,True,True,False
s407,Movie,Return of Extraction Returns,Director 551,"Actor 9066, Actor 8762, Actor 8811, Actor 1302, Actor 918",Brazil,1993,TV-MA,204 min,"Legal Dramas, Music & Musicals, Romantic Movies, Independent Movies",Norwegian,9.9,81.1,2021-09-09,330.6,453.9,328.9,3.1,64268,,,Production Co. 234,TV-MA,29,29,True,91.3,,Nudity,6,24,True,True,True,False
s408,Movie,Chronicles of The Irishman,Director 806,"Actor 837, Actor 5225, Actor 1197, Actor 3219, Actor 7837, Actor 1908, Actor 7241, Actor 1367, Actor 7800",Germany,2024,TV-Y,193 min,"Cult Movies, Fantasy Series",English,10.0,100.0,2021-03-16,206.8,691.0,438.5,4.2,56379,,,Production Co. 613,TV-Y,31,38,True,180.8,441.0,,57,15,True,False,True,False
s409,Movie,Legend of The School for Good and Evil: Origins,Director 4156,"Actor 8425, Actor 4650, Actor 4910, Actor 4329, Actor 8720, Actor 4080, Actor 5590, Actor 4511",Australia,2017,TV-MA,98 min,"TV Thrillers, Documentaries, Independent Movies",Dutch,8.8,100.0,2019-09-08,192.5,1262.6,305.4,2.7,127836,,,Production Co. 7,TV-MA,20,65,False,139.3,92.0,Disturbing Images,44,10,True,False,False,True
s410,Movie,Spenser Confidential 8: Reloaded,Director 4111,"Actor 5244, Actor 8691, Actor 7732, Actor 1687, Actor 4917",Russia,2022,TV-Y,115 min,"Faith & Spirituality, Teen TV Shows",French,5.4,33.0,2019-06-12,314.6,1651.1,379.0,3.2,41016,,,Production Co. 197,TV-Y,25,25,True,110.2,81.0,Smoking,31,21,False,False,True,False
s411,Movie,Rebel Moon Returns,Director 2509,"Actor 5799, Actor 5167, Actor 7369, Actor 5047, Actor 6969, Actor 9229",Germany,2021,TV-14,93 min,"TV Mysteries, Action & Adventure, TV Horror, Classic Movies",English,8.5,55.5,2017-08-16,136.1,683.9,440.8,4.6,107181,,,Production Co. 363,TV-14,8,58,False,98.7,361.0,,46,9,False,False,True,False
s412,Limited Series,Beef Chronicles: Reloaded,Director 4121,"Actor 4489, Actor 1751, Actor 1220, Actor 3984, Actor 2629, Actor 5333, Actor 7860, Actor 9715",South Africa,1990,TV-MA,1 Season,"Children & Family, TV Dramas, Political Dramas, Music & Musicals",Malay,7.4,100.0,2018-05-30,157.4,512.9,179.8,5.0,73457,23.0,52 min,Production Co. 385,TV-MA,3,12,True,89.0,142.0,Sexual Content,60,10,True,False,True,True
s413,Movie,The Adam Project: Origins,Director 4832,"Actor 9406, Actor 3277, Actor 9206, Actor 1442, Actor 7181",Denmark,1989,TV-PG,101 min,"Teen TV Shows, Fantasy Series",Thai,7.0,76.8,2017-09-08,259.4,1287.9,784.4,1.7,68365,,,Production Co. 571,TV-PG,33,37,True,97.8,395.0,,45,23,False,False,False,True
s414,Movie,Secrets of the Trial of the Chicago 7,Director 2729,"Actor 4244, Actor 4184, Actor 9890, Actor 380",India,1980,R,159 min,"Documentaries, TV Mysteries",Hebrew,5.3,31.7,2020-01-23,174.6,389.3,156.3,4.8,112042,,,Production Co. 406,R,31,31,True,89.1,,Violence,37,14,True,False,False,False
s415,Limited Series,Beyond the Virgin River Chronicles 3: The Reckoning,Director 921,"Actor 2593, Actor 8414, Actor 1438, Actor 9404, Actor 7676, Actor 9995, Actor 3128, Actor 1198, Actor 7061",Ireland,2016,G,2 Seasons,"Docuseries, TV Thrillers, Faith & Spirituality",Indonesian,6.6,28.1,2022-04-05,154.4,731.6,401.2,3.5,86640,6.0,26 min,Production Co. 664,G,36,43,False,84.6,355.0,Disturbing Images,57,1,False,False,True,False
s416,Limited Series,The Last The Crown Chronicles Forever,Director 2121,"Actor 3652, Actor 9575, Actor 5352, Actor 8723, Actor 7500, Actor 3283, Actor 9412, Actor 5811, Actor 9452, Actor 2501, Actor 3095, Actor 2430, Actor 3378, Actor 5055",United Kingdom,2003,G,1 Season,"Cult Movies, Anime",Danish,8.5,73.3,2017-09-08,86.0,1136.1,316.1,1.7,139853,23.0,75 min,Production Co. 865,G,2,16,False,32.2,,Self-Harm,60,8,True,True,False,True
s417,Movie,Secrets of the Enola Holmes 2: Reloaded,Director 224,"Actor 7204, Actor 2018, Actor 6146",South Korea,2020,TV-Y7,68 min,TV Thrillers,Spanish,4.7,72.2,2019-12-26,56.3,0.1,0.0,3.4,54699,,,Production Co. 390,TV-Y7,3,57,False,53.0,106.0,,53,4,True,True,True,True
s418,TV Show,The Last The Umbrella Academy Returns,Director 3401,"Actor 3447, Actor 1488, Actor 8306, Actor 5896",Brazil,2001,PG-13,6 Seasons,"Romantic Movies, Medical Dramas, Documentaries, Docuseries",Portuguese,5.9,4.0,2019-07-21,178.1,440.5,262.9,3.8,4252,4.0,39 min,Production Co. 823,PG-13,26,51,True,114.8,485.0,Language,28,28,False,True,True,False
s419,Documentary,The Last The Tinder Swindler: The Final Chapter,Director 2649,Actor 2306,United Kingdom,2012,TV-Y7,2 Seasons,"Independent Movies, Action & Adventure",Dutch,4.5,64.9,2023-04-05,46.0,598.2,311.6,2.7,33560,,,Production Co. 532,TV-Y7,9,17,False,57.7,,,14,28,False,False,False,True
s420,Documentary,Chronicles of Fyre 17: Origins,Director 1488,"Actor 1793, Actor 2661, Actor 492, Actor 8152, Actor 3344, Actor 5015",Netherlands,1996,TV-G,2 Seasons,"TV Comedies, Romantic Movies, Teen TV Shows, Anime",Dutch,4.3,29.3,2023-07-01,139.4,0.1,0.0,3.7,6791,,,Production Co. 340,TV-G,1,60,True,52.2,,Disturbing Images,3,18,False,True,True,True
s421,TV Show,Secrets of the Stranger Things: The Reckoning,Director 544,"Actor 7794, Actor 7610",Brazil,2002,TV-PG,11 Seasons,"Fantasy Series, TV Thrillers, Dramas, Action & Adventure",Spanish,7.9,50.7,2020-09-15,42.3,322.6,94.3,5.0,81659,19.0,45 min,Production Co. 922,TV-PG,16,16,False,76.6,188.0,,46,4,False,False,True,True
s422,Movie,Legend of The Devil All the Time 5: Reloaded,Director 674,"Actor 1554, Actor 6617, Actor 4626, Actor 1725, Actor 4093, Actor 3707, Actor 4107, Actor 3025, Actor 4934, Actor 5385, Actor 7572, Actor 9680",Denmark,2017,TV-14,102 min,"Dramas, Teen TV Shows, TV Sci-Fi & Fantasy",Hebrew,5.9,90.6,2023-05-24,157.4,455.1,116.7,2.0,98263,,,Production Co. 678,TV-14,9,74,True,98.2,,,4,26,True,True,True,True
s423,Movie,Extraction: Origins,Director 2643,Actor 9374,Indonesia,2001,PG-13,82 min,"Historical Dramas, TV Action & Adventure, International Movies, TV Horror",Dutch,4.7,35.8,2020-06-13,107.6,244.4,72.4,5.0,118536,,,Production Co. 220,PG-13,29,79,False,44.6,61.0,,50,17,False,False,True,False
s424,Movie,The Gray Man,Director 791,"Actor 5610, Actor 8505, Actor 4307, Actor 1035, Actor 5988, Actor 6989, Actor 417, Actor 8902, Actor 2069, Actor 1550, Actor 3722",Philippines,2019,TV-MA,164 min,"Documentaries, Sports Movies, Dramas, TV Action & Adventure",Korean,8.6,100.0,2023-06-09,2.2,157.1,68.0,3.5,80506,,,Production Co. 464,TV-MA,27,70,True,96.5,,Adult Content,26,27,True,True,True,True
s425,Documentary,Beyond the American Factory: Origins,Director 4347,"Actor 770, Actor 8736, Actor 5942, Actor 8839, Actor 3776, Actor 8698, Actor 2733, Actor 6136, Actor 2601",Philippines,2010,TV-Y7-FV,2 Seasons,Horror Movies,Dutch,5.1,79.3,2022-04-24,41.5,0.1,0.1,3.1,59332,,,Production Co. 864,TV-Y7-FV,9,69,False,33.6,,Disturbing Images,19,13,False,False,False,False
s426,Animated Series,Beyond the Orange is the New Black Animated: A New Beginning,Director 2059,"Actor 9106, Actor 5106, Actor 3421, Actor 9732, Actor 1095, Actor 971, Actor 6724, Actor 2299, Actor 2356, Actor 7880, Actor 2626, Actor 3973",Thailand,1990,PG-13,1 Season,"Horror Movies, TV Mysteries, TV Horror, International Movies",Hebrew,9.0,55.1,2016-11-02,121.1,757.9,521.3,4.0,65181,15.0,19 min,Production Co. 232,PG-13,17,17,False,139.8,379.0,,10,7,False,True,False,False
s427,TV Show,Beyond the Stranger Things 10: The Reckoning,Director 4903,"Actor 3805, Actor 7181, Actor 4896, Actor 2046, Actor 8868, Actor 9995, Actor 7445, Actor 2518",Brazil,1983,TV-G,10 Seasons,Thrillers,Turkish,5.4,90.5,2023-01-18,77.0,406.8,172.3,2.9,71350,5.0,39 min,Production Co. 859,TV-G,16,16,False,71.1,87.0,,56,26,False,False,True,True
s428,Stand-up Comedy,Beyond the Hannah Gadsby: Nanette Returns,Director 4052,"Actor 7086, Actor 6909, Actor 929, Actor 1724, Actor 4591, Actor 4520, Actor 4124, Actor 8321, Actor 5388, Actor 6876, Actor 4117, Actor 5844, Actor 1362, Actor 212",Netherlands,1999,G,211 min,Political Dramas,Russian,5.8,54.9,2018-09-15,158.9,288.8,191.9,3.8,63653,,,Production Co. 600,G,31,31,False,61.7,54.0,,46,16,False,False,True,True
s429,TV Show,Legend of Black Mirror 8 Returns,Director 4947,"Actor 6452, Actor 654, Actor 5691, Actor 7213, Actor 7549, Actor 9394, Actor 8565",Sweden,2022,PG-13,1 Season,TV Horror,Indonesian,6.1,100.0,2022-07-04,124.5,1531.7,1052.8,5.0,113213,25.0,73 min,Production Co. 27,PG-13,13,72,True,74.6,485.0,Nudity,59,14,True,False,False,False
s430,Movie,Secrets of the Glass Onion: Reloaded,Director 3654,"Actor 784, Actor 5317, Actor 7508, Actor 4312, Actor 2632, Actor 3431, Actor 9151, Actor 8967, Actor 5274, Actor 6576, Actor 5711, Actor 2819, Actor 8190",Indonesia,2003,PG-13,209 min,Thrillers,Spanish,7.8,25.9,2019-02-07,292.3,1594.2,116.9,3.7,92243,,,Production Co. 632,PG-13,34,34,False,200.1,,,6,21,False,False,False,True
s431,Movie,Chronicles of Interceptor,Director 2761,"Actor 7173, Actor 5923, Actor 2609, Actor 2762, Actor 5289, Actor 261, Actor 1827, Actor 3110, Actor 9533, Actor 5088, Actor 8293, Actor 9183, Actor 4854",Colombia,2017,Unrated,164 min,"TV Horror, Comedies",German,9.8,100.0,2019-12-07,287.4,608.3,207.1,2.6,52086,,,Production Co. 96,Unrated,5,76,False,137.1,,Self-Harm,35,12,False,True,False,True
s432,Movie,Legend of Red Notice: The Reckoning,Director 1842,"Actor 669, Actor 4029, Actor 8979, Actor 2540, Actor 4486, Actor 432, Actor 8102, Actor 3678",Thailand,2009,NC-17,132 min,"Music & Musicals, Reality TV",French,5.4,53.8,2019-08-19,67.4,457.1,279.2,3.0,115456,,,Production Co. 664,NC-17,13,18,True,83.5,494.0,,31,27,False,False,True,False
s433,Animated Series,Elite Animated Forever,Director 4715,"Actor 6343, Actor 4285, Actor 5964, Actor 4319, Actor 7067, Actor 6066, Actor 5973, Actor 3846, Actor 5246, Actor 8854, Actor 5851, Actor 1263, Actor 2204, Actor 5271, Actor 4046",Mexico,1988,TV-Y7-FV,1 Season,"Cult Movies, Medical Dramas",Malay,6.8,81.2,2023-01-13,111.1,46.4,18.1,2.2,124731,21.0,35 min,Production Co. 108,TV-Y7-FV,38,38,False,85.7,,Smoking,53,8,False,False,True,False
s434,Animated Series,Return of One Piece Animated: The Reckoning,Director 182,"Actor 7348, Actor 9159, Actor 943, Actor 5696, Actor 7810, Actor 2423, Actor 1045, Actor 5807, Actor 1072",Russia,2016,R,2 Seasons,"Romantic Movies, Anime, Political Dramas",Tagalog,6.8,77.9,2017-12-02,3.4,353.4,53.6,4.5,112959,26.0,63 min,Production Co. 966,R,8,50,True,86.2,159.0,,20,11,True,False,True,False
s435,Movie,Legend of The Midnight Sky 12: The Reckoning,Director 522,"Actor 6779, Actor 2642, Actor 3189, Actor 4077, Actor 9856, Actor 2939, Actor 2970, Actor 484, Actor 8110",Egypt,1998,TV-G,153 min,Thrillers,Indonesian,6.9,100.0,2016-10-17,86.8,667.0,422.8,4.1,23378,,,Production Co. 97,TV-G,25,73,False,68.7,,Sexual Content,9,28,False,True,True,False
s436,Movie,Chronicles of Glass Onion: The Final Chapter,Director 744,"Actor 4269, Actor 6577, Actor 3287",United Kingdom,2013,TV-14,158 min,"TV Action & Adventure, Crime TV Shows",Dutch,5.9,65.4,2021-08-08,7.3,85.7,4.9,5.0,89075,,,Production Co. 463,TV-14,6,67,False,38.6,311.0,Smoking,4,22,False,True,True,True
s437,Movie,The Last The Pale Blue Eye 13: The Final Chapter,Director 4654,"Actor 6142, Actor 1137, Actor 2825, Actor 3089, Actor 8163, Actor 2979, Actor 8769, Actor 3578, Actor 5657, Actor 1589",Belgium,1981,PG-13,147 min,"TV Comedies, Independent Movies",Vietnamese,3.2,43.8,2016-04-23,13.8,91.7,25.9,3.7,115546,,,Production Co. 724,PG-13,11,64,True,37.4,,,3,30,True,False,False,True
s438,TV Show,Beyond the Sweet Magnolias 17: Origins,Director 4077,"Actor 9888, Actor 2544, Actor 5528, Actor 7450",Sweden,2018,TV-Y,5 Seasons,"TV Thrillers, Documentaries, Comedies, Thrillers",Portuguese,5.4,35.2,2017-02-12,87.6,652.7,84.1,4.6,64565,15.0,24 min,Production Co. 246,TV-Y,31,31,False,69.0,31.0,Sexual Content,52,27,True,True,False,False
s439,Documentary,Secrets of the American Factory,Director 2400,"Actor 6985, Actor 6624, Actor 7130, Actor 6178, Actor 1350, Actor 8036, Actor 391, Actor 8049, Actor 1710, Actor 5268, Actor 9196",France,1991,UR,1 Season,"TV Dramas, Stand-Up Comedy, Political Dramas, Sports Movies",Italian,7.7,45.7,2018-03-22,163.4,684.2,70.4,1.0,14468,,,Production Co. 541,UR,2,24,True,68.0,301.0,,35,6,False,True,True,True
s440,Reality Show,Return of Lupin Reality 18: A New Beginning,Director 3554,"Actor 8330, Actor 8585, Actor 2922, Actor 8336, Actor 6076, Actor 733, Actor 3515, Actor 1617, Actor 7492, Actor 3043, Actor 3631, Actor 5248",Norway,1986,TV-PG,2 Seasons,LGBTQ Movies,Portuguese,9.4,84.1,2023-09-03,1.1,264.8,143.5,4.7,129853,10.0,51 min,Production Co. 656,TV-PG,39,39,True,84.8,,,8,30,False,True,True,False
s441,Movie,Return of Trial of the Chicago 7 Returns,Director 367,"Actor 2322, Actor 9810, Actor 4034",Netherlands,2014,TV-Y7-FV,168 min,"TV Sci-Fi & Fantasy, Stand-Up Comedy, LGBTQ Movies",Japanese,6.1,67.5,2020-07-04,229.6,359.2,103.7,5.0,71484,,,Production Co. 420,TV-Y7-FV,0,53,False,67.6,432.0,,50,16,False,True,False,True
s442,TV Show,Chronicles of One Piece: Reloaded,Director 938,"Actor 2604, Actor 8005",Philippines,2017,PG,3 Seasons,Independent Movies,Malay,6.2,88.3,2016-10-15,154.8,841.2,280.8,3.7,140775,14.0,25 min,Production Co. 967,PG,16,50,False,89.4,146.0,Nudity,7,25,True,False,True,True
